Release Date,Movie,Genre,Production Budget,Domestic Box Office to Date,Trailer,Year
27-Jun,Beasts of the Southern Wild,Drama,1800000,12795746,Play,2012
,Cigán,Drama,,0,,2012
,,,,,,2012
29-Jun,Impardonnables,Drama,,20135,,2012
,Magic Mike,Comedy,,113721571,Play,2012
,Neil Young Journeys,Concert/Performance,,214588,Play,2012
,Take This Waltz,Drama,,1239692,,2012
,Ted,Comedy,50000000,218665740,Play,2012
,Tyler Perry's Madea's Witness Protection,Comedy,,65653242,Play,2012
,People Like Us,Drama,16000000,12431792,Play,2012
,,,,,,2012
30-Jun,Poetic,Thriller/Suspense,,0,,2012
July: 2012,,,,,,2012
3-Jul,The Amazing Spider-Man,Adventure,220000000,262030663,Play,2012
,The American Dream,Drama,,0,,2012
,The Devil's Needle,Drama,,0,,2012
,The Forger,Drama,,0,,2012
,Joe + Belle,Black Comedy,,0,,2012
,Mac & Devin Go To High School,Comedy,,0,,2012
,Monumental: In Search of America's National Treasure,Documentary,,0,,2012
,PlanEat,Documentary,,0,,2012
,Se sei vivo spara,,,0,,2012
,Some Guy Who Kills People,,,0,,2012
,Xi Feng Lie,Action,,0,,2012
,,,,,,2012
5-Jul,Katy Perry: Part of Me 3D,Concert/Performance,12000000,25326071,Play,2012
,Yeongashi,Drama,,0,,2012
,,,,,,2012
6-Jul,Bol Bachchan,,,1257892,,2012
,China Heavyweight,Documentary,,10550,,2012
,Collaborator,Comedy,,0,,2012
,Crazy Eyes,Drama,,6106,,2012
,The Do-Deca-Pentathlon,Comedy,,10000,,2012
,The Magic of Belle Isle,Drama,,102388,,2012
,The Pact,Horror,,0,,2012
,Savages,Thriller/Suspense,,47323100,Play,2012
,Sedmikrásky,Drama,,13692,,2012
,Sou Sou,Drama,,1037,,2012
,Vampires,Black Comedy,,0,,2012
,Xing kong,Drama,,0,,2012
,,,,,,2012
10-Jul,Cherry Bomb,Action,,0,,2012
,Despicable Me Presents: Minion Madness,Comedy,,0,,2012
,Loving the Bad Man,Drama,,0,,2012
,The Note III,,,0,,2012
,,,,,,2012
11-Jul,Omerta,Thriller/Suspense,,2462588,,2012
,Snabba Cash,Thriller/Suspense,,188870,,2012
,,,,,,2012
12-Jul,San lau sing woo dip gim,Action,,0,,2012
,Si da ming bu,Action,,0,,2012
,,,,,,2012
13-Jul,2016: Obama's America,Documentary,,33349941,,2012
,Les adieux à la reine,Drama,,1329660,,2012
,Alpeis,Drama,,16057,,2012
,Ballplayer: Pelotero,Documentary,,44689,,2012
,Brave Hearts Umizaru,Action,,0,,2012
,Cocktail,Romantic Comedy,,1027121,,2012
,Deconstructing Dad: The Music: Machines and Mystery of Raymond Scott,Documentary,,0,,2012
,Drunkboat,Drama,,0,,2012
,Family Portrait in Black and White,Documentary,,0,,2012
,Ice Age: Continental Drift,Adventure,95000000,161321843,Play,2012
,The Imposter,Documentary,,901954,,2012
,The Obama Effect,Comedy,,103000,,2012
,Red Lights,Thriller/Suspense,,49521,,2012
,Strong,Documentary,,0,,2012
,Trishna,Drama,,240381,,2012
,Union Square,Drama,,44830,,2012
,,,,,,2012
14-Jul,Herutâ sukerutâ,Multiple Genres,,0,,2012
,,,,,,2012
17-Jul,Get the Gringo,Drama,,0,,2012
,Girls Gone Dead,Horror,,0,,2012
,,,,,,2012
18-Jul,Shut Up and Play the Hits,Documentary,,510334,,2012
,,,,,,2012
20-Jul,30 Beats,Drama,,14686,,2012
,The Dark Knight Rises,Action,275000000,448139099,Play,2012
,Ichimei,Drama,,75688,,2012
,The Queen of Versailles,Documentary,,2401999,,2012
,,,,,,2012
21-Jul,?kami Kodomo no Ame to Yuki,Adventure,,0,,2012
,,,,,,2012
24-Jul,Age of the Dragons,Adventure,,0,,2012
,Iris: The Movie,,,0,,2012
,On The Inside,,,0,,2012
,They Made Me a Fugitive,,,0,,2012
,Treasure Island,Thriller/Suspense,,0,,2012
,The Who Quadrophenia - Can You See The Real Me?,Documentary,,0,,2012
,,,,,,2012
25-Jul,Planet of Snail,Documentary,,2011,,2012
,Ruby Sparks,Romantic Comedy,,2540106,Play,2012
,,,,,,2012
27-Jul,Ai Weiwei: Never Sorry,Documentary,,489074,,2012
,Big Boys Gone Bananas,Documentary,,0,,2012
,Killer Joe,Black Comedy,,1291645,,2012
,Klovn: The Movie,Black Comedy,,28000,,2012
,The Watch,Comedy,55000000,34353000,Play,2012
,Nuit #1,Drama,,0,,2012
,Rites of Spring,Thriller/Suspense,,0,,2012
,Searching for Sugar Man,Documentary,,3965090,Play,2012
,Step Up Revolution,Drama,33000000,35074677,Play,2012
,Zhao shi gu er,Drama,,0,,2012
,,,,,,2012
31-Jul,4.3.2.1,,,0,,2012
,Cole Younger and The Black Train,,,0,,2012
,Fortress,Drama,,0,,2012
,Going for Gold,,,0,,2012
,La Grande Illusion,,,0,,2012
,Hijacked,Thriller/Suspense,,0,,2012
,Twinkle Toes,Adventure,,0,,2012
August: 2012,,,,,,2012
1-Aug,A Birthday Celebration: The Grateful Dead Movie Event,Concert/Performance,,0,,2012
,,,,,,2012
2-Aug,Bill W.,Documentary,,456276,,2012
,Craigslist Joe,Documentary,,0,,2012
,,,,,,2012
3-Aug,360,Thriller/Suspense,,100343,,2012
,Assassin's Bullet,Drama,,0,,2012
,The Babymakers,Comedy,,5783,,2012
,Celeste and Jesse Forever,Romantic Comedy,,3103407,,2012
,Diary of a Wimpy Kid: Dog Days,Comedy,22000000,49008662,Play,2012
,Mosquita y Mari,Drama,,0,,2012
,Soldiers of Fortune,,,38898,,2012
,Sushi: The Global Catch,Documentary,,5757,,2012
,Total Recall,Action,125000000,58877969,Play,2012
,You've Been Trumped,Documentary,,28450,,2012
,,,,,,2012
7-Aug,Foreign Parts,Documentary,,0,,2012
,Garrow's Law,Drama,,0,,2012
,Jesse Stone: Benefit of the Doubt,Drama,,0,,2012
,Let It Shine,Drama,,0,,2012
,Mr. Hush,Horror,,0,,2012
,Sebastiane,,,0,,2012
,The Tempest,Drama,,0,,2012
,Ting Feng Zhe,Thriller/Suspense,,0,,2012
,William & Catherine: A Royal Romance,Drama,,0,,2012
,Winx Club - Il Segreto Del Regno Perduto,Adventure,,0,,2012
,,,,,,2012
8-Aug,Hope Springs,Romantic Comedy,,63536011,Play,2012
,Nitro Circus The Movie 3D,Documentary,,3377000,,2012
,Ouwehoeren,Documentary,,30810,,2012
,,,,,,2012
9-Aug,Baramgwa hamjje sarajida,Action,,0,,2012
,Drum Corps International World Championship,Concert/Performance,,0,,2012
,,,,,,2012
10-Aug,2 Days in New York,Romantic Comedy,,633210,Play,2012
,The Bourne Legacy,Thriller/Suspense,,113203870,Play,2012
,The Campaign,Comedy,,86907746,Play,2012
,Cuates de Australia,Documentary,,0,,2012
,Dreams of a Life,Documentary,,6559,,2012
,Freelancers,Drama,,0,,2012
,From Beneath,Thriller/Suspense,,144123,,2012
,Goats,Comedy,,0,,2012
,The Green Wave,Documentary,,0,,2012
,It is No Dream: The Life of Theodor Herzl,Documentary,,0,,2012
,Max et les ferrailleurs,Drama,,33065,,2012
,Red Hook Summer,Drama,,338803,,2012
,La source des femmes,Comedy,,93838,,2012
,$upercapitalist,Thriller/Suspense,,15919,,2012
,This Time,Documentary,,0,,2012
,,,,,,2012
13-Aug,El edificio de los Chilenos,Documentary,,0,,2012
,,,,,,2012
14-Aug,Astonishing X-Men: Torn,Action,,0,,2012
,Breathless,Thriller/Suspense,,0,,2012
,The Gruffalos Child,,,0,,2012
,Hottarake no shima - Haruka to maho no kagami,,,0,,2012
,Jay and Silent Bob Get Old: Tea Bagging In The UK,,,0,,2012
,Juan de los Muertos,Comedy,,0,,2012
,Korczak,Drama,,0,,2012
,Lake Effects,Drama,,0,,2012
,Paradise Lost 3: Purgatory,Drama,,0,,2012
,The Smurfs and the Magic Flute,Adventure,,0,,2012
,Les vampires,,,0,,2012
,,,,,,2012
15-Aug,Ek Tha Tiger,Thriller/Suspense,,2347774,,2012
,The Odd Life of Timothy Green,Drama,,51853450,Play,2012
,Reality of Love,,,0,,2012
,Sammy's avonturen 2,Adventure,,0,,2012
,,,,,,2012
16-Aug,Manos: The Hands of Fate,,,0,,2012
,,,,,,2012
17-Aug,The Awakening,Horror,,95933,,2012
,Bian Jing Feng Yun,Drama,,0,,2012
,Les bien-aimés,Drama,,124405,,2012
,Codependent Lesbian Space Alien Seeks Same,Comedy,,0,,2012
,Compliance,Drama,,319285,,2012
,Cosmopolis,Thriller/Suspense,,743636,,2012
,Death by China,Documentary,,38492,,2012
,The Expendables 2,Action,100000000,85028192,Play,2012
,??II (Huà Pí Èr),Action,,33212,,2012
,The Matchmaker,Drama,,0,,2012
,ParaNorman,Comedy,60000000,56003051,Play,2012
,Poulet aux prunes,Drama,,253705,Play,2012
,Why Stop Now,Comedy,,2432,,2012
,Robot & Frank,Drama,,3317468,,2012
,Side by Side,Documentary,,58825,,2012
,Sparkle,Drama,10000000,24397469,Play,2012
,,,,,,2012
21-Aug,Bonsai,Drama,,0,,2012
,Ddongpari,,,0,,2012
,God's Ears,Drama,,0,,2012
,Hell,Thriller/Suspense,,0,,2012
,Home Run Showdown,Drama,,0,,2012
,NFL: The Complete History of the New York Giants,Documentary,,0,,2012
,One in the Chamber,Action,,0,,2012
,Riti: magie nere e segrate orge nel trecento,Horror,,0,,2012
,Saat yan faan,,,0,,2012
,Shuffle,Thriller/Suspense,,0,,2012
,Tiny Toon Adventures; How I Spent My Summer Vacation,Adventure,,0,,2012
,,,,,,2012
22-Aug,Hit & Run,Comedy,,13749300,Play,2012
,10 timer til paradis,Drama,,0,,2012
,,,,,,2012
24-Aug,The Apparition,Horror,17000000,4936819,Play,2012
,General Education,Comedy,,0,,2012
,Les petits mouchoirs,Comedy,,205505,,2012
,Premium Rush,Thriller/Suspense,35000000,20275446,Play,2012
,The Revenant,Black Comedy,,0,,2012
,Samsara,Documentary,,2672413,,2012
,Shirin Farhad Ki Toh Nikal Padi,Romantic Comedy,,0,,2012
,Sleepwalk With Me,Drama,,2266066,,2012
,Somewhere Between,Documentary,,213299,,2012
,The Victim,Thriller/Suspense,,0,,2012
,Wild Horse: Wild Ride,Documentary,,94621,,2012
,,,,,,2012
25-Aug,1:000 Times More Brutal,Drama,,0,,2012
,,,,,,2012
28-Aug,A Beginner's Guide To Endings,Comedy,,0,,2012
,Below Zero,Thriller/Suspense,,0,,2012
,Les deux orphelines,Horror,,0,,2012
,I Heart Shakey,Comedy,,0,,2012
,?? (Jik zin),Action,,0,,2012
,La Morte Vivante,Horror,,0,,2012
,The Newest Pledge,,,0,,2012
,Sherk's Thrilling Tales,Adventure,,0,,2012
,Skeleton Lake,Action,,0,,2012
,Starship Troopers: Invasion,,,0,,2012
,,,,,,2012
29-Aug,The Ambassador,Documentary,,0,,2012
,The Day,Thriller/Suspense,,20984,,2012
,Lawless,Drama,,37397291,Play,2012
,Little Birds,Drama,,16594,Play,2012
,The Oogieloves in the BIG Balloon Adventure,Adventure,20000000,1065907,,2012
,,,,,,2012
31-Aug,Atmen,Drama,,4630,,2012
,Las aventuras de Tadeo Jones,Adventure,,0,,2012
,Doggie B,Comedy,,0,,2012
,For a Good Time: Call,Comedy,,1251749,Play,2012
,The Good Doctor,Drama,,5206,,2012
,Joker,Comedy,,169181,,2012
,Karakara,Drama,,50831,,2012
,Long men fei jia,Action,,170276,Play,2012
,Mugamoodi,Action,,101911,,2012
,The Possession,Horror,,49130588,Play,2012
,The Tall Man,Thriller/Suspense,,0,,2012
,Xiao Shi De Zi Dan,Action,,0,,2012
September: 2012,,,,,,2012
4-Sep,Hong men yan,Action,,0,,2012
,Kwik,,,0,,2012
,The Navigator,Comedy,,0,,2012
,,,,,,2012
5-Sep,For Ellen,Drama,,12396,,2012
,Girl Model,Documentary,,21154,,2012
,,,,,,2012
6-Sep,Maloof Money Cup World Skateboarding Championship Event,,,0,,2012
,,,,,,2012
7-Sep,Bachelorette,Comedy,,446770,,2012
,Branded,Thriller/Suspense,,353513,Play,2012
,Brawler,Action,,0,,2012
,The Cold Light of Day,Thriller/Suspense,20000000,3763583,Play,2012
,Crowsnest,Horror,,0,,2012
,Detropia,Documentary,,390024,,2012
,The Eye of the Storm,Drama,,83566,,2012
,Hello I Must Be Going,Drama,,106709,,2012
,The Inbetweeners,Comedy,5700000,35955,,2012
,Keep the Lights On,Drama,,246112,,2012
,Na pude,Adventure,,64918,,2012
,Odoru Daisôsasen the Final: Aratanaru kibô,Action,,0,,2012
,Raaz 3: The Third Dimension,Thriller/Suspense,,0,,2012
,[Rec] 3: Genesis,Horror,,9600,,2012
,The Words,Drama,6000000,11494838,Play,2012
,,,,,,2012
9-Sep,Bait 3D,Horror,,0,,2012
,,,,,,2012
11-Sep,6 Bullets,Action,,0,,2012
,Appropriate Adult,Drama,,0,,2012
,Bad Karma,Thriller/Suspense,,0,,2012
,Barbie: The Princess & The Popstar,Adventure,,0,,2012
,Cleanskin,Thriller/Suspense,,0,,2012
,Inescapable,Thriller/Suspense,,4327,,2012
,Vile,Horror,,0,,2012
,,,,,,2012
12-Sep,Francine,Drama,,0,,2012
,,,,,,2012
14-Sep,10 Years,Drama,,203654,,2012
,Airborne,Horror,,0,,2012
,Arbitrage,Thriller/Suspense,,7919574,,2012
,Elephant White,Action,,0,,2012
,Barfi,Romantic Comedy,,2804874,,2012
,Entre les Bras,Documentary,,0,,2012
,Last Ounce of Courage,Drama,,3310439,,2012
,Liberal Arts,Comedy,,319176,,2012
,The Master,Drama,37500000,16247159,Play,2012
,Resident Evil: Retribution,Action,,42345531,Play,2012
,Slaughter Creek,Horror,,136815,,2012
,Snowman's Land,Black Comedy,,1190,,2012
,Stolen,Action,,289773,Play,2012
,The Trouble with the Truth,Drama,,0,,2012
,,,,,,2012
18-Sep,Beverly Hills Chihuahua 3,Adventure,,0,,2012
,Breathe,Documentary,,0,,2012
,Conception,Comedy,,0,,2012
,Katt Williams: Kattpacalypse,Concert/Performance,,0,,2012
,Lisa e il diavolo,Horror,,0,,2012
,La maschera del demonio,Horror,,0,,2012
,Il rosso segno della follia,Thriller/Suspense,,0,,2012
,Thomas and Friends Blue Mountain Mystery the Movie,Adventure,,0,,2012
,,,,,,2012
19-Sep,Radio Unnameable,Documentary,,24090,,2012
,Tears of Gaza,Documentary,,0,,2012
,,,,,,2012
21-Sep,17 filles,Drama,,15002,,2012
,About Cherry,Drama,,3003,,2012
,Backwards,Comedy,,61465,,2012
,Brooklyn Brothers Beat the Best,Comedy,,8418,,2012
,Diana Vreeland: The Eye Has to Travel,Documentary,,1004821,,2012
,Dredd,Action,45000000,13414714,Play,2012
,Drei Sterne - Die Koche und die Sterne,Documentary,,8942,,2012
,End of Watch,Thriller/Suspense,15000000,41003371,Play,2012
,Gwanghae: Wangyidoen namja,Documentary,,922921,,2012
,Head Games,Documentary,,14056,,2012
,Hellbound?,Documentary,,22887,,2012
,Heroine,Drama,,598668,,2012
,House at the End of the Street,Horror,,31611916,Play,2012
,How to Survive a Plague,Documentary,,123814,,2012
,Husbands in Goa,Comedy,,10135,,2012
,My Uncle Rafael,Comedy,,243616,,2012
,Occupy Unmasked,Documentary,,52768,,2012
,The Perks of Being a Wallflower,Drama,13000000,17742948,Play,2012
,Trouble with the Curve,Drama,60000000,35763137,Play,2012
,Unconditional,Drama,,741381,,2012
,The Waiting Room,Documentary,,244092,,2012
,You May Not Kiss the Bride,Romantic Comedy,,0,,2012
,,,,,,2012
25-Sep,Au Pair Girls,Comedy,,0,,2012
,Barricade,Drama,,0,,2012
,Batman: The Dark Knight Returns: Part 1,Action,,0,,2012
,Resident Evil Damnation,Horror,,0,,2012
,Hard Boiled Sweets,Thriller/Suspense,,0,,2012
,Strippers vs. Werewolves,Black Comedy,,0,,2012
,This is Cinerama,Documentary,,0,,2012
,Unelectable 2012,Concert/Performance,,0,,2012
,Vampire Dog,Adventure,,0,,2012
,,,,,,2012
28-Sep,The Barrens,Horror,,0,,2012
,BearCity 2,Comedy,,0,,2012
,Bringing Up Bobby,Drama,,4975,,2012
,Dai juk hei kek,Comedy,,33700,,2012
,Dust Up,Comedy,,0,,2012
,English Vinglish,Drama,,1862086,,2012
,Harvest of Empire,Documentary,,79627,,2012
,Fon tok kuen fah,Thriller/Suspense,,1373,,2012
,The Hole 3D,Thriller/Suspense,,0,,2012
,Hotel Transylvania,Comedy,85000000,148313048,Play,2012
,Inch'Allah,Drama,,460384,,2012
,Kamaal Dhamaal Malamaal,Comedy,,0,,2012
,Won't Back Down,Drama,19000000,5310554,Play,2012
,Looper,Action,,66486205,Play,2012
,My Life as Abraham Lincoln,Comedy,,0,,2012
,OMG: Oh My God,Comedy,,0,,2012
,The Other Dream Team,Documentary,,134109,,2012
,Pinki Moge Wali,Romantic Comedy,,0,,2012
,Pitch Perfect,Comedy,17000000,65001093,Play,2012
,Solomon Kane,Adventure,,0,,2012
,Thaandavam,Action,,213476,,2012
,The Yakuza and the Mermaid,Drama,,0,,2012
October: 2012,,,,,,2012
1-Oct,Flight of the Butterflies,Adventure,,0,,2012
,,,,,,2012
2-Oct,Chained,Horror,,0,,2012
,Funkytown,Drama,,0,,2012
,Iron Sky,Black Comedy,,0,,2012
,Show Me Your Glory: The Movie,,,0,,2012
,The Unknown,Horror,,0,,2012
,,,,,,2012
3-Oct,Bel Borba Aqui,Documentary,,7426,,2012
,,,,,,2012
5-Oct,Butter,Comedy,,73000,,2012
,Decoding Deepak,Documentary,,9050,,2012
,L'enfant d'en haut,Drama,,0,,2012
,Escape Fire: The Fight to Rescue American Healthcare,Documentary,,126238,Play,2012
,Fat Kid Rules the World,Comedy,,0,,2012
,Frankenweenie,Comedy,39000000,35287788,Play,2012
,The House I Live In,Documentary,,210752,,2012
,The Oranges,Comedy,,364875,,2012
,The Paperboy,Thriller/Suspense,,677200,Play,2012
,The Revisionaries,Documentary,,22664,,2012
,Someday This Pain Will Be Useful to You,Drama,,0,,2012
,Taken 2,Thriller/Suspense,,139854287,Play,2012
,Trade of Innocents,Thriller/Suspense,,15091,,2012
,V/H/S,Horror,,100345,,2012
,Wake in Fright,Thriller/Suspense,,49458,,2012
,Wuthering Heights,Drama,,100915,,2012
,,,,,,2012
7-Oct,Bienvenue parmi nous,,,5912,,2012
,,,,,,2012
8-Oct,In My Mother's Arms,Documentary,,0,,2012
,,,,,,2012
9-Oct,12 Dogs of Christmas: Great Puppy Rescue,,,0,,2012
,Being in the World,Documentary,,0,,2012
,Big Top Scooby-Doo!,Adventure,,0,,2012
,The Cottage,Thriller/Suspense,,0,,2012
,The Courier,Thriller/Suspense,,0,,2012
,Happiness is...Peanuts: Go: Snoopy Go!,Comedy,,0,,2012
,Jeff Dunham: Minding the Monsters,Concert/Performance,,0,,2012
,Kim Bok-nam salinsageonui jeonmal,Horror,,0,,2012
,Magical Mystery Tour,Multiple Genres,,0,,2012
,Mancation,Comedy,,0,,2012
,Monster High Ghouls Rule,Adventure,,0,,2012
,Truth or Die,Horror,,0,,2012
,Werewolf: The Beast Among Us,Horror,,0,,2012
,,,,,,2012
11-Oct,Aiyaa,,,36967,,2012
,,,,,,2012
12-Oct,3: 2: 1... Frankie Go Boom,Comedy,,0,,2012
,Argo,Thriller/Suspense,44500000,136025503,Play,2012
,Atlas Shrugged: Part II,Drama,,3336053,,2012
,Dodookdeul,Action,,532699,,2012
,Excuse Me For Living,Romantic Comedy,,0,,2012
,Forces spéciales,Action,,10759,,2012
,Gayby,Comedy,,14062,,2012
,Grave Encounters 2,Horror,,0,,2012
,Here Comes the Boom,Comedy,42000000,45290318,Play,2012
,L'homme qui voulait vivre sa vie,Drama,,158411,,2012
,The Iran Job,Documentary,,0,,2012
,Least Among Saints,Drama,,28026,,2012
,Middle of Nowhere,Drama,,236806,,2012
,La nouvelle guerre des boutons,Adventure,,45602,,2012
,Photographic Memory,Documentary,,7711,,2012
,Seven Psychopaths,Comedy,13500000,15024049,Play,2012
,Simon och ekarna,Drama,,150109,,2012
,Sinister,Thriller/Suspense,3000000,48086903,Play,2012
,Smashed,Drama,,375981,Play,2012
,Smiley,Horror,,0,,2012
,Split: A Deeper Divide,Documentary,,0,,2012
,Stories We Tell,Documentary,,1602160,,2012
,A Whisper to a Roar,Documentary,,0,,2012
,,,,,,2012
13-Oct,The Met: Live in HD - L'Elisir D'Amore,Concert/Performance,,0,,2012
,,,,,,2012
16-Oct,A Princess for Christmas,Romantic Comedy,,0,,2012
,Les avaleuses,Horror,,0,,2012
,Back From Hell,Horror,,0,,2012
,Excision,Horror,,0,,2012
,The Ice House,,,0,,2012
,Last Ride,Drama,,0,,2012
,Legendary Amazons,Action,,0,,2012
,Les possedees du diable,Horror,,0,,2012
,Trooper and the Legend of the Golden Key,Adventure,,0,,2012
,,,,,,2012
17-Oct,Astérix et Obélix: Au service de Sa Majesté,Adventure,77600000,0,,2012
,Codebreaker,Drama,,0,,2012
,Holy Motors,Drama,,641054,,2012
,Led Zeppelin - Celebration Day,Concert/Performance,,0,,2012
,,,,,,2012
19-Oct,Alex Cross,Thriller/Suspense,,25888412,Play,2012
,Alter Egos,Comedy,,0,,2012
,Bestiaire,Documentary,,1428,,2012
,Bigfoot: The Lost Coast Tapes,Thriller/Suspense,,0,,2012
,Brooklyn Castle,Documentary,,219407,,2012
,Et si on vivait tous ensemble?,Comedy,,43180,,2012
,The First Time,Romantic Comedy,,17061,,2012
,The Flat,Documentary,,471842,,2012
,Four Assassins,Drama,,0,,2012
,Gekijo-ban Mahou Shojo Madoka Magica Zenpen: Hajimari no Monogatari,Adventure,,0,,2012
,Hating Breitbart,Documentary,,96728,,2012
,Mon pire cauchemar,Comedy,,21456,,2012
,Nobody Walks,Drama,,25342,,2012
,Paranormal Activity 4,Horror,5000000,53900335,Play,2012
,The Sessions,Drama,,6002451,Play,2012
,Student of the Year,Romantic Comedy,,326508,,2012
,Tai Chi Zero,Action,,212094,,2012
,That's What She Said,Comedy,,0,,2012
,When the Iron Bird Flies,Documentary,,13598,,2012
,Yogawoman,Documentary,,0,,2012
,,,,,,2012
23-Oct,247 F,Horror,,0,,2012
,Fear and Desire,,,0,,2012
,Gabe the Cupid Dog,Comedy,,0,,2012
,Naruto Shippuden The Movie: The Will of Fire,Adventure,,0,,2012
,The Penalty,Drama,,0,,2012
,The Story of Levi Leipheimer - The Levi Effect,Documentary,,0,,2012
,Secret of the Wings,Adventure,,0,,2012
,Tyler Perry's I Don't Want to Do Wrong,Drama,,0,,2012
,Wrong Turn 5: Bloodlines,Horror,,0,,2012
,,,,,,2012
24-Oct,Bride of Frankenstein,Horror,,0,,2012
,Chakravyuh,Action,,0,,2012
,Sunday Bloody Sunday,,,0,,2012
,The Zen of Bennett,Documentary,,0,,2012
,,,,,,2012
25-Oct,Birdemic: Shock and Terror,Horror,,0,,2012
,,,,,,2012
26-Oct,Bad Blood...The Hunger,Horror,,1872,,2012
,The Black Tulip,Drama,,0,,2012
,Camille Redouble,,,38243,,2012
,Cloud Atlas,Drama,102000000,27108272,Play,2012
,District of Corruption,,,31954,,2012
,Le fils de l'autre,Drama,,1220807,,2012
,Fun Size,Comedy,,9409538,Play,2012
,The Ghastly Love of Johnny X,Comedy,,2436,,2012
,Gut,Thriller/Suspense,,0,,2012
,The Last Fall,,,6568,,2012
,The Loneliest Planet,Drama,,129579,,2012
,Mientras duermes,Thriller/Suspense,,0,,2012
,Chasing Mavericks,Drama,20000000,6002756,Play,2012
,Orchestra of Exiles,Documentary,,34577,,2012
,Pusher,Thriller/Suspense,,5040,,2012
,Silent Hill: Revelation 3D,Horror,20000000,17530219,Play,2012
,Yong eui ja X,Thriller/Suspense,,0,,2012
,,,,,,2012
27-Oct,Bad Kids Go to Hell,Black Comedy,,0,,2012
,The Met : Live in HD - Otello,Concert/Performance,,0,,2012
,,,,,,2012
29-Oct,Jesus Christ Superstar Live,Concert/Performance,,0,,2012
,,,,,,2012
30-Oct,A Christmas Story 2,Comedy,,0,,2012
,Glenn Beck Presents: The Project,,,0,,2012
,House of Dark Shadows,Horror,,0,,2012
,Love Comes Softly,,,0,,2012
,Love's Christmas Journey,,,0,,2012
,Night of Dark Shadows,Horror,,0,,2012
,The Reef 2: High Tide,,,0,,2012
,Santa Claus Conquers the Martians,Comedy,,0,,2012
November: 2012,,,,,,2012
1-Nov,All I Want is Christmas,Adventure,,0,,2012
,Cowboy and Lucky 2: The Last Stand,Action,,0,,2012
,Free Throw,Documentary,,0,,2012
,,,,,,2012
2-Nov,Amber Alert,Thriller/Suspense,,0,,2012
,The Bay,Horror,,30668,,2012
,Bones Brigade,Documentary,,0,,2012
,The Details,Black Comedy,,63595,,2012
,Flight,Drama,31000000,93772375,Play,2012
,Gregory Crewdson: Brief Encounters,Documentary,,60064,,2012
,High Ground,Documentary,,0,,2012
,Jack and Diane,Drama,,1142,,2012
,A Late Quartet,Drama,,1561577,,2012
,A Liar's Autobiography - The Untrue Story of Monty Python's Graham Chapman,Comedy,,5102,,2012
,'Luv Shuv Tey Chicken Khurana,Comedy,,143900,,2012
,The Man with the Iron Fists,Action,15000000,15634090,Play,2012
,A Man's Story,Documentary,,0,,2012
,Miami Connection,Action,,0,,2012
,Midnight's Children,Drama,,849045,,2012
,Nobo no shiro,Drama,,0,,2012
,North Sea Texas,,,27413,,2012
,This Must Be the Place,Black Comedy,,142242,Play,2012
,Vamps,Romantic Comedy,16000000,3361,Play,2012
,Wreck-It Ralph,Adventure,165000000,189412677,Play,2012
,,,,,,2012
6-Nov,Fire with Fire,Action,,0,,2012
,Guys and Dolls,Musical,,0,,2012
,I AM: SMTOWN - Live at Madison Square Garden,Concert/Performance,,0,,2012
,Kung Fu Panda Holiday,Adventure,,0,,2012
,Kyss mig,Drama,,0,,2012
,Maximum Conviction,Action,,0,,2012
,Rescue 3D,,,0,,2012
,Supernatural Activity,Comedy,,0,,2012
